"Occupation Title","SOC Code","Employment 2016 (thousands)","Employment 2026 (thousands)","Employment change, 2016-2026 (thousands)","Employment change, 2016-2026 (percent)","Occupational openings, 2016-2026 annual average (thousands)","2017 median annual wage","Typical entry-level education","Education Code","Work experience in a related occupation","Workex Code","Typical on-the-job training","trCode"
"Food and tobacco roasting, baking, and drying machine operators and tenders    * Bean Roaster* Coffee Roaster* Fish Smoker* Food Dehydrator Operator* Grain Roaster* Malt House Kiln Operator* Meat Curer* Meat Smoker* Sausage Smoker* Smokehouse Worker* Tobacco Drier Operator","=""51-3091""","20.1","19.9","-0.2","-0.8","2.2","29,410","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Food batchmakers    * Almond Paste Mixer* Candy Maker* Candy Puller* Cheese Processor* Cottage Cheese Maker* Dough Scaler and Mixer* Frozen Yogurt Maker* Honey Blender* Ice Cream Maker* Liquid Sugar Fortifier* Peanut Butter Maker* Pickle Maker* Relish Maker* Taffy Puller","=""51-3092""","153.7","156.4","2.6","1.7","21.7","28,500","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Food cooking machine operators and tenders    * Doughnut Machine Operator* Dumpling Machine Operator* Fish Fryer* Food Cooking Machine Operator* Kettle Fry Cook Operator* Pierogi Maker* Potato Chip Frier* Tripe Cooker","=""51-3093""","37.2","38.1","0.9","2.5","5.2","28,420","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Food preparation and serving related workers, all other    * Kitchen Steward","=""35-9099""","60.9","66.5","5.6","9.3","11.3","22,620","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Food preparation workers    * Deli Clerk* Deli Slicer* Food Preparer* Fruit and Vegetable Parer* Salad Maker* Sandwich Maker","=""35-2021""","871.1","939.7","68.6","7.9","157.7","22,730","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Food processing workers, all other    * Olive Pitter* Pasta Press Operator* Poultry Hanger* Yeast Maker","=""51-3099""","46.4","49.4","3.0","6.5","5.6","24,460","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Food scientists and technologists    * Dairy Bacteriologist* Enologist* Food Preservation Scientist* Food Processing Scientist* Food Safety Scientist* Food Scientist* Food Technologist","=""19-1012""","17.0","18.0","1.0","5.7","1.8","63,660","Bachelor's degree","3","None","4","None","6"
"Food servers, nonrestaurant    * Boat Hop* Hospital Food Service Worker* Room Service Food Server","=""35-3041""","263.8","290.7","26.9","10.2","43.1","22,320","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Food service managers    * Banquet Director* Banquet Manager* Cafeteria Director* Food Service Director* Food Service Manager* Food and Beverage Manager* Restaurant General Manager* Tavern Operator","=""11-9051""","308.7","336.4","27.6","9.0","36.8","52,030","High school diploma or equivalent","7","Less than 5 years","2","None","6"
"Foreign language and literature teachers, postsecondary    * Arabic Professor* Biblical Languages Professor* Chinese Language Professor* French Professor* German Professor* Greek Professor* Hebrew Professor* Japanese Professor* Russian Language Professor* Spanish Literature Professor","=""25-1124""","35.0","39.1","4.1","11.9","3.2","65,010","Doctoral or professional degree","1","None","4","None","6"
"Forensic science technicians    * Ballistic Technician* Ballistician* Ballistics Expert* Crime Lab Technician* Crime Scene Technician* Criminalist Technician* Fingerprint Expert* Forensic Analyst* Forensic Science Technician* Handwriting Expert* Trace Evidence Technician* Wildlife Forensic Geneticist","=""19-4092""","15.4","18.0","2.6","16.8","2.2","57,850","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Forest and conservation technicians    * Forest Technician* Forestry Aide* Forestry Technician* Natural Resources Technician* Soil Conservation Technician* Timber Management Technician","=""19-4093""","33.2","34.5","1.3","3.8","4.0","36,130","Associate's degree","4","None","4","None","6"
"Forest and conservation workers    * Forest Nursery Worker* Forester Aide* Forestry Laborer* Rangelands Conservation Laborer* Reforestation Worker* Seedling Puller* Wetlands Conservation Laborer","=""45-4011""","14.3","14.0","-0.3","-2.4","2.1","27,650","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Forest fire inspectors and prevention specialists    * Environmental Protection Fire Control Officer* Fire Control Officer* Fire Operations Forester* Fire Ranger* Forest Fire Control Officer* Forest Fire Officer* Wildfire Prevention Specialist* Wildland Fire Operations Specialist","=""33-2022""","1.7","2.2","0.5","26.6","0.2","37,380","High school diploma or equivalent","7","Less than 5 years","2","Moderate-term on-the-job training","4"
"Foresters    * Environmental Protection Forester* Forest Ecologist* Forestry Scientist* Land Management Forester* Operations Forester* Resource Forester* Service Forester* Timber Management Specialist* Urban Forester","=""19-1032""","12.3","12.9","0.6","5.0","1.1","60,120","Bachelor's degree","3","None","4","None","6"
"Forestry and conservation science teachers, postsecondary    * Ecology Professor* Environmental Conservation Professor* Forest Biometrics Professor* Forest Ecology Professor* Forest Management Professor* Forest Pathology Professor* Forest Resources Professor* Forest Technology Professor* Silviculture Professor* Timber Management Professor* Wildlife Conservation Professor","=""25-1043""","2.2","2.3","0.2","7.8","0.2","87,420","Doctoral or professional degree","1","None","4","None","6"
"Forging machine setters, operators, and tenders, metal and plastic    * Cold Header Operator* Forging Roll Operator* Header Setup Operator* Spike Machine Operator* Swager Operator* Swaging Machine Operator","=""51-4022""","19.2","15.5","-3.7","-19.2","1.4","38,650","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Foundry mold and coremakers    * Airset Caster* Airset Molder* Core Stripper* Foundry Molder* Green Sand Molder* No Bake Molder* Sand Molder* Wax Pattern Coater","=""51-4071""","12.5","9.5","-3.0","-24.0","0.9","35,140","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Fundraisers    * Campaign Fundraiser* Donor Relations Officer* Fundraising Officer","=""13-1131""","90.4","103.8","13.4","14.8","10.7","55,640","Bachelor's degree","3","None","4","None","6"
"Funeral attendants    * Funeral Assistant* Funeral Attendant* Funeral Greeter* Funeral Home Assistant* Funeral Home Associate* Mortician Helper* Pallbearer* Undertaker Helper","=""39-4021""","36.1","37.0","1.0","2.7","5.6","25,050","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Funeral service managers    * Funeral Home Director* Funeral Home Manager","=""11-9061""","25.7","27.5","1.8","6.8","2.0","78,040","Associate's degree","4","Less than 5 years","2","None","6"
"Furnace, kiln, oven, drier, and kettle operators and tenders    * Calciner Operator* Dry Kiln Operator* Induction Furnace Operator* Lime Kiln Operator* Lumber Kiln Operator* Rubber Curer* Soap Drier Tender* Tunnel Kiln Operator","=""51-9051""","21.9","20.8","-1.1","-5.2","2.0","37,580","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Furniture finishers    * Cabinet Finisher* Furniture Refinisher* Furniture Sander* Piano Refinisher* Wood Cabinet Finisher","=""51-7021""","22.4","22.3","-0.1","-0.4","2.0","31,300","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Gaming and sports book writers and runners    * Betting Clerk* Bookie* Casino Floor Runner* Keno Runner* Keno Writer* Race Book Writer* Race and Sports Book Writer* Sports Book Board Attendant* Sportsbook Ticket Writer","=""39-3012""","11.7","12.1","0.4","3.8","1.8","24,030","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Gaming cage workers    * Cage Cashier* Casino Cage Cashier* Casino Cashier* Gaming Cage Cashier* Gaming Cashier","=""43-3041""","19.0","19.3","0.3","1.4","3.0","26,320","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Gaming change persons and booth cashiers    * Mutuel Teller* Slot Attendant","=""41-2012""","23.4","24.0","0.6","2.6","4.5","23,910","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Gaming dealers    * 21 Dealer* Blackjack Dealer* Casino Dealer* Casino Games Dealer* Craps Dealer* Keno Dealer* Poker Dealer* Roulette Dealer* Table Games Dealer","=""39-3011""","96.9","98.0","1.1","1.2","14.5","19,820","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Gaming managers    * Bingo Manager* Casino Manager* Gaming Department Head* Gaming Director* Gaming Manager* Slot Operations Director* Slots Manager* Table Games Manager","=""11-9071""","4.5","4.6","0.1","2.5","0.5","72,930","High school diploma or equivalent","7","Less than 5 years","2","None","6"
"Gaming service workers, all other    * Card Table Attendant* Pit Clerk* Poker Prop Player* Proposition Player* Shill","=""39-3019""","12.5","12.6","0.1","0.7","1.9","27,040","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Gaming supervisors    * Blackjack Pit Boss* Blackjack Supervisor* Cardroom Manager* Casino Supervisor* Executive Casino Host* Gambling Supervisor* Pit Boss* Pit Supervisor* Poker Room Supervisor* Table Games Supervisor","=""39-1011""","38.5","40.0","1.5","3.9","6.2","N/A","High school diploma or equivalent","7","Less than 5 years","2","None","6"
"Gaming surveillance officers and gaming investigators    * Casino Investigator* Casino Surveillance Officer* Gambling Monitor* Gaming Surveillance Observer* Gaming Surveillance Officer","=""33-9031""","10.7","11.1","0.4","3.5","1.4","33,260","High school diploma or equivalent","7","Less than 5 years","2","Moderate-term on-the-job training","4"
"Gas compressor and gas pumping station operators    * Acetylene Gas Compressor* Butane Compressor Operator* Compressor Station Operator* Gas Compressor Operator* Gas Cylinder Processor* Gas Storage Operator* High Pressure Compressed Gas Filler* LNG Plant Operator* Liquid Natural Gas Plant Operator","=""53-7071""","3.9","4.0","0.1","3.4","0.5","62,810","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Gas plant operators    * Gas Controller* Gas Plant Dispatcher* Gas Plant Operator* Gas Plant Technician* Natural Gas Plant Technician","=""51-8092""","17.3","17.3","0.0","0.0","1.7","69,030","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"General and operations managers    * Department Store General Manager* General Manager* General Superintendent* Manufacturing Operations Manager* Operations Manager* Radio Station Manager* Television Station Manager","=""11-1021""","2,263.1","2,468.3","205.2","9.1","210.7","100,410","Bachelor's degree","3","5 years or more","1","None","6"
"Genetic counselors    * Certified Genetic Counselor* Chromosomal Disorders Counselor* Genetic Counselor* Mitochondrial Disorders Counselor* Prenatal Genetic Counselor","=""29-9092""","3.1","4.0","0.9","29.0","0.3","77,480","Master's degree","2","None","4","None","6"
"Geographers    * Biogeographer* Economic Geographer* GIS Geographer* Geographer* Geomorphologist* Glaciologist* Physical Geographer* Political Geographer","=""19-3092""","1.5","1.7","0.1","6.7","0.2","76,860","Bachelor's degree","3","None","4","None","6"
"Geography teachers, postsecondary    * Cartography Professor* GIS Professor* Geographic Information Systems Professor* Geomatics Professor","=""25-1064""","5.0","5.4","0.4","8.4","0.4","78,040","Doctoral or professional degree","1","None","4","None","6"
"Geological and petroleum technicians    * Crude Tester* Geological Sample Tester* Geophysical Prospector* Magnetometer Operator* Mineral Technologist* Mining Technician* Mud Logger* Petroleum Technician* Seismic Interpreter* Seismic Observer* Seismograph Operator","=""19-4041""","15.0","17.4","2.5","16.4","1.9","54,190","Associate's degree","4","None","4","Moderate-term on-the-job training","4"
"Geoscientists, except hydrologists and geographers    * Crystallographer* Development Geologist* Environmental Geologist* Exploration Geologist* Geochemist* Geodesist* Geologist* Geomagnetist* Geophysicist* Geoscientist* Mine Geologist* Mineralogist* Mining Production Geologist* Oceanographer* Oceanologist* Paleontologist* Petroleum Geologist* Petrologist* Research Geologist* Sedimentationist* Seismologist* Stratigrapher* Volcanologist","=""19-2042""","32.0","36.5","4.5","14.0","3.5","89,850","Bachelor's degree","3","None","4","None","6"
"Glaziers    * Leaded Glass Installer* Plate Glass Installer* Stained Glass Glazier* Stained Glass Installer* Stained Glass Joiner* Window Glazier","=""47-2121""","50.1","55.3","5.3","10.5","6.5","42,580","High school diploma or equivalent","7","None","4","Apprenticeship","2"
